_c0,User,Handle,PostDate,TweetText,ReplyCount,RetweetCount,LikeCount,sentiment,sentiment_base
3044,Justice Hunter,HillaryTaylorVI,2022-05-24,how much is cnooc paying you for pr of their deadend project all these companies are displacing and exploiting locals with peanut compensations bse theyre poor to hire lawyers we must collectively 219 230 views 3 6 11,3.0,6.0,11.0,Bullish,neutral
1337,Aly-Khan Satchu,alykhansatchu,2022-08-01,is the current operator of the project and has a 50 stake while partners africa oil corp and se hold 25 each bloombergcom ongc videsh indian oil weigh stake in 3 billion kenya project ongc videsh and indian oil corp are in talks to acquire a stake in tullow oil plcs 34 billion project in kenya according to people with knowledge of the matter 2,0.0,2.0,0.0,Bullish,neutral
3860,ICEX Omán,ICEXOman,2022-03-31,la jv de y se encuentra cerrando la financiacin de su planta de en el de meedcom financial decision for oman lng project by yearend meed totalenergiesled marsa lng expects to take final investment decision on the planned scheme by the end of 2022,0.0,0.0,0.0,Bullish,neutral
5360,Olga Tanas,olyatanas,2022-02-11,largest producer rosneft is the latest to channel the benefits of surging crude prices to shareholders with global peers including bp plc shell plc and totalenergies se also boosting investor returns bloombergcom rosnefts historichigh profit paves way for record payout rosneft pjsc will pay record dividends after reporting its highestever annual net income amid booming energy prices 4 10,0.0,4.0,10.0,Bearish,positive
6067,KhirisWord,KhirisWord,2021-12-21,le bain de sang serait peuttre dj termin si avait cess ses versements la junte ds le dbut du coup detat mais total continue financer les atrocits des militaires avec ses versements une organisation illgitime breanna randall dec 21 2021 the revolution and the bloodshed in myanmar could have been over already if and had suspended payments organizing and signing petitions does make a difference and the organizers behind this petition are pushing hard show this thread 1 1,0.0,1.0,1.0,Bearish,neutral
7623,KhirisWord,KhirisWord,2021-05-30,le gouvernement dunit nationale demande une nouvelle fois de suspendre ses paiements la junte national unity government myanmar may 30 2021 excerpts from the statement by the on totals press release mopfi welcomes the recent decision made by total others to suspend dividend payment distributions to all shareholders of the mgtc the illegitimate sac show this thread 1 4,0.0,1.0,4.0,Bullish,neutral
7336,KhirisWord,KhirisWord,2021-07-10,lhistoire se rpte a sauv la junte militaire dans les annes 90 en 2021 total est toujours lune de ses principales sources de financement on parle du financement de meurtres tortures et autres violation des droits humains matthew smith jul 9 2021 in the 90s total unocals now chevron gas pipeline in rescued the military from financial insolvencya major blow to prodemocracy efforts now theyre doing it again et al must prevent the junta from accessing the gas revenues 1 2,0.0,1.0,2.0,Bullish,neutral
7212,Salon des Maires,SalonAchatP,2021-07-27,lnergie se rinvente total devient dveloppement construction et exploitation de centrales dlectricit verte en images cela donne youtubecom totalenergies welcome to totalenergies channel a broad energy company that produces and markets energies on a global scale oil and biofuels natural gas and green gases renewables and electricity our 10500,0.0,0.0,0.0,Bullish,neutral
3777,Millionaur,millionaur,2022-04-05,make money while you sleep better two two harbors investment corp pe 137 13 ttepa totalenergies se pe 96 6 oil 00966hk china taiping insurance holdin pe 54 5 1,0.0,0.0,1.0,Bullish,neutral
5497,Parents For Future Sweden #PeopleNotProfit,P4F_SE,2022-02-10,making record profits while ordinary people cant pay their soaring fuel bills tax total and help tackle fuel poverty 2 37 65,2.0,37.0,65.0,Bullish,neutral
6767,Earnings Call Summaries by Aiera,AieraAlerts,2021-09-28,mrk merck mentioned during totalenergies se total se investor day strategy and outlook event,0.0,0.0,0.0,Bullish,neutral
6770,Earnings Call Summaries by Aiera,AieraAlerts,2021-09-28,mrk merck mentioned during totalenergies total se investor day strategy and outlook event,0.0,0.0,0.0,Bullish,neutral
6766,Earnings Call Summaries by Aiera,AieraAlerts,2021-09-28,msft microsoft mentioned during totalenergies se total se investor day strategy and outlook event,0.0,0.0,0.0,Bullish,neutral
6769,Earnings Call Summaries by Aiera,AieraAlerts,2021-09-28,msft microsoft mentioned during totalenergies total se investor day strategy and outlook event,0.0,0.0,0.0,Bullish,neutral
5501,"Bitcoin, Forex & Stock Market Headline News",BTCTradeIdeas,2022-02-10,oil major totalenergies swings to profit thanks to surging commodity prices 2,0.0,2.0,0.0,Bullish,positive
5334,CACTUS24,cactus24noticia,2022-02-12,petrolera francesa se retira de the following media includes potentially sensitive content change settings view,0.0,0.0,0.0,Bullish,neutral
5337,CACTUS24,cactus24noticia,2022-02-12,petrolera francesa se retira de the following media includes potentially sensitive content change settings view 1,0.0,0.0,1.0,Bullish,neutral
5331,CACTUS24,cactus24noticia,2022-02-13,petrolera francesa se retira de the following media includes potentially sensitive content change settings view 2,0.0,2.0,0.0,Bullish,neutral
3299,CEO,corporateeurope,2022-05-11,poll what are the ceos of and doing with and new publication read it here theyre up to no good 943 theyll fossil fuels 57 35 votes final results 1 13 8,1.0,13.0,8.0,Bearish,neutral
6413,OilRegistry,OilRegistry,2021-11-02,president yoweri museveni is counting on se and cnooc ltd to produce oil from its fields in four years laying the foundation for a new regional fuel hub 1 1,0.0,1.0,1.0,Bullish,neutral
556,Shipping Strategy,KurtVermeulen,2022-09-15,pushes out of mkt w de facto nationalisation threat te sold 18 sarsang oil field in to shamaran petroleum corp for usd155 million earnout so much for france not joining gw2 invasion coalition adam lucente sep 15 2022 frances totalenergies sells stake in iraqi kurdish oil field via,0.0,0.0,0.0,Bullish,neutral
2466,BAR - LENY,LenyBar,2022-06-05,runion de bilderberg 2022 y assistent pouyann patrick pdg totalenergies se mi bernard directeur gnral ministre des armes buberl thomas pdg axa sa baudson valrie pdg amundi barbizet patricia pdg temaris associs sas,0.0,0.0,0.0,Bearish,neutral
3614,Salina Reddy,ReddySalina,2022-04-22,se and plc are seeking to wells off southwest coast months after two attempts to in the were thwarted by challenges bloomberg africa apr 22 2022 totalenergies and shell are seeking to drill oil exploration wells off south africas southwest coast months after two attempts to conduct seismic surveys in the countrys waters were thwarted by legal challenges,0.0,0.0,0.0,Bullish,neutral
2372,Moneyweb News,Moneyweb,2022-06-13,se became the first foreign company to win a stake in a multibillion dollar project to boost gas exports moneywebcoza totalenergies wins stake in 29bn qatar gas project totalenergies already holds a 167 stake in the fifth train of qatargas 2,0.0,0.0,0.0,Bullish,positive
3524,Argaam Plus,ArgaamPlus,2022-04-28,se boosts share on higher profits,0.0,0.0,0.0,Bullish,positive
6456,OilRegistry,OilRegistry,2021-10-29,se chief executive officer patrick pouyanne said its too early for the french oil major to consider spinning off its renewableenergy business because that segment may triple in value by 2025,0.0,0.0,0.0,Bullish,neutral
251,Doha News,dohanews,2022-09-23,se has set to make another investment in qatars natural gas fields eu countries are setting their sights in the worlds biggest liquified natural gas lng project qatars north field expansion dohanewsco german and french companies to buy into qatars lng expansion project sources as europe seeks to steer away from its dependence on russian gas eu countries are scrambling for a share of qatars lng,0.0,0.0,0.0,Bullish,neutral
594,Vern,FCACF10,2022-09-15,se iraq totalenergies sells its nonoperated interest in the field 1,0.0,0.0,1.0,Bullish,neutral
7056,OilRegistry,OilRegistry,2021-08-09,se is weighing taking a stake in what will be the worlds largest offshore wind farm according to people familiar with the matter as the french oil major continues to flex its green credentials,0.0,0.0,0.0,Bullish,neutral
6185,Alix,ClimatAlix,2021-12-03,se retire enfin du projet de forage ptrolier cambo en mer du nord prochaine tape urgente que et co renoncent dvelopper tout nouveau projet ptrolier et gazier dans le monde ftcom shell pulls out of cambo oil project in uks north sea anglodutch major says economic case not strong enough for field northwest of shetlands 2 14,0.0,2.0,14.0,Bullish,negative
4193,Newslibre,newslibre,2022-03-23,se said it would stop buying russian oil diesel fuel by the end of the year in protest against russias invasion of ukraine however it will keep its stakes in companies hydrocarbon projects in the country and wont completely withdraw 2 3,0.0,2.0,3.0,Bullish,neutral
1610,Alireza Alvandi,AlirezaAlvandii,2022-07-27,se still risks facing a tax on windfall from the later this year even after the energy giant agreed to lower in 1,1.0,0.0,0.0,Bullish,negative
449,London Stock Exchange,LSEplc,2022-09-21,se surges to the top of top 10 list of most across all turquoise order books last week turquoise europe is the european venue for european investors find out more,0.0,0.0,0.0,Bearish,positive
450,Shamsa,Shamssa_ali32,2022-09-21,se will make another in natural gas fields as intensifies efforts to wean itself off supplies of the,0.0,0.0,0.0,Bullish,positive
3915,Denis Dovgopoliy,dennydov,2022-03-28,shell plc totalenergies se 5 65,0.0,5.0,65.0,Bullish,neutral
6848,(((M⦿L⦿k⦿))),L0k0M0,2021-09-22,soldiers were deployed in purportedly 2fight isis terroristsbehind this campaigns maneuvering that benefits giant se eager 2exploit resources perhaps backroom deals over history peoplesdispatchorg rwandas military is the french proxy on african soil peoples dispatch over july and august rwandan soldiers were deployed in mozambique purportedly to fight isis terrorists however behind this campaign is french maneuvering that benefits an energy giant eager to,0.0,0.0,0.0,Bullish,neutral
5633,Mundo Ciclístico,mundociclistico,2022-02-03,tenemos fuga tres corredores se aventuraron a salir del gran pelotn edward planckaert alpecinfenix anthony turgis totalenergies benjamin declercq quickstep alpha vinyl saudi tour feb 3 2022 riders broke away and took a 3 minute lead edward planckaert anthony turgis benjamin declercq 8,0.0,0.0,8.0,Bullish,neutral
239,"aL Makabone, HPPG",aLMakabone,2022-09-24,the government assurance comes after the parliament on thursday last week adopted a resolution seeking to force and the totalenergies se to the terming it as a setback to socioeconomic pr allafricacom tanzania no cause for alarm on eacop execution govt the government has assured development partners that implementation of the ongoing east african crude oil pipeline eacop is considerably concerned with human rights and major environmental and,0.0,0.0,0.0,Bullish,positive
199,Rise Tv Global,RiseTv_Global,2022-09-27,the will be in the nation today to sign the lng and hydrogen delivery contracts after visiting the gcc just three months after making an investment in one of projects se is now making a roughly 15 billion investment,0.0,0.0,0.0,Bullish,neutral
19,The Lallantop,TheLallantop,2022-09-29,thelallantopcom 1 4 31,1.0,4.0,31.0,Bullish,neutral
589,ETF Screener & Stock Picker,ETFsStockPicker,2022-09-15,toroso investments llc grows position in totalenergies se nysette mydigitradepro copy trading strategy forex crypto bitcoin trading signal by per swart start investing in the financial markets by easily copying trading strategy forex crypto bitcoin with average monthly income 3435 into your own brokerage account add this strategy to your portfo,0.0,0.0,0.0,Bearish,neutral
235,Dr. Ali BAKIR (علي باكير),AliBakeer,2022-09-24,total will own 9375 stake in north field south totalenergies se is investing about 15 billion in latest mammoth natural gas development just three months after buying into another of the nations expansion projects bloombergcom totalenergies invests about 15 billion in qatar gas field 1 5,0.0,1.0,5.0,Bullish,neutral
5607,Piri Ikkita,IkkitaPiri,2022-02-07,totalenergies se adr shares near 52week high market mover tte,0.0,0.0,0.0,Bearish,neutral
5654,Piri Ikkita,IkkitaPiri,2022-02-01,totalenergies se adr shares near 52week high market mover tte kwhencom kwhen totalenergies se adr shares near 52week high market mover the shares closed 16 below its 52week high of 5883 with trading volume higher than its 30 day average,0.0,0.0,0.0,Bullish,negative
5263,ETF Screener & Stock Picker,ETFsStockPicker,2022-02-21,totalenergies se disclosure of transactions in own shares,0.0,0.0,0.0,Bullish,neutral
5646,Global Polymer News,POLYMERBAZAAR,2022-02-02,totalenergies se has increased prices of ps for usa bazaar wef feb22 use auto whatsapp click send command news 1,0.0,1.0,0.0,Bullish,neutral
5866,ETF Screener & Stock Picker,ETFsStockPicker,2022-01-17,totalenergies se main indicators,0.0,0.0,0.0,Bearish,neutral
5915,WeFixIt Egypt,WefixitE,2022-01-14,totalenergies se sponsored adr tte stock moves 091 what you should know 1,0.0,1.0,0.0,Bullish,neutral
5663,Beacon Accountancy & Tax | Katherine Baines,beaconaccy,2022-02-01,totalenergies se sponsored adr tte stock sinks as market gains what you should know,0.0,0.0,0.0,Bullish,neutral
224,ETF Screener & Stock Picker,ETFsStockPicker,2022-09-26,totalenergies se to post q3 2022 earnings of 373 per share jefferies financial group forecasts nysette mydigitradepro copy trading strategy forex crypto bitcoin trading signal by per swart start investing in the financial markets by easily copying trading strategy forex crypto bitcoin with average monthly income 3435 into your own brokerage account add this strategy to your portfo,0.0,0.0,0.0,Bearish,neutral
4696,moshe peled,moshepeled,2022-03-11,tte totalenergies se statement in compliance with the article 22316 of the general regulation of the financial markets authority autorit des marchs financiers,0.0,0.0,0.0,Bearish,neutral
842,Delphine Guey,delphineguey,2022-08-31,va dcarboner la production dammoniac de lune de ses usines en stockant le co2 mis dans le projet northern lights un site ccs dvelopp par le premier contrat de ce type en totalenergiescom norway northern lights project signs worlds first commercial agreement on crossborder co2 stavanger august 29 2022 totalenergies announces the signature of a commercial agreement between northern lights and yara to transport and store co2 captured from yara sluiskil an ammonia and 1 13 27,1.0,13.0,27.0,Bullish,positive
6652,"Bitcoin, Forex & Stock Market Headline News",BTCTradeIdeas,2021-10-14,what is putins greatest worry right now his own citizens 1,0.0,1.0,0.0,Bullish,neutral
6836,HT Auto,HTAutotweets,2021-09-24,will team up with stellantis nv and totalenergies se in a european battery venture that will be worth more than 7 billion euros autohindustantimescom daimler invests in battery venture for evs worth more than 7 billion euros mercedesbenzs parent daimler has partnered with stellantis and totalenergies in a european battery set up to secure supplies for the electric cars earlier mercedesbenz revealed its plans to 1 5,0.0,1.0,5.0,Bullish,positive
7013,StockMacro,StockMacroDaily,2021-08-21,12 months forecasting of totalenergies se tte august 2021 stockmacrocom long term investment analysis of totalenergies se tte 08 25 2021 tte overview and analysisin this article we analyzed totalenergies se tte with its current market data and current news you can find more live data in this page as well as company definitions,0.0,0.0,0.0,Bullish,neutral
6247,Patrick Pouyanné,PPouyanne,2021-11-24,22 this bonus will be paid before the end of 2021 to employees of totalenergies se those of wholly owned energies cos and those of cos that are more than 50 owned subject to the agreement of their governance bodies over 600 people worldwide will receive this bonus 11 8 45,11.0,8.0,45.0,Bullish,neutral
2484,,CapitalGNS,2022-06-02,34 ps total news is yesterdays newsus liquefied natural gas lng developer tellurian inc said on monday it terminated a stock purchase agreement with a unit of french energy major totalenergies se related to tellurians proposed driftwood lng export plant in louisiana 1 1,1.0,0.0,1.0,Bullish,negative
4273,Millionaur,millionaur,2022-03-23,4 oil pbr petroleo brasileiro sa pe 56 15 tte totalenergies se pe 87 6 dnool dno asa pe 165 2 0883hk pe 74 6 etorocom post on etorocom weve got summer vacations the travel industry is anticipating that airline activity will be higher because theres a lot of pentup demand from the pandemic and this is when gas prices typically 1,0.0,0.0,1.0,Bullish,positive
3606,Millionaur,millionaur,2022-04-23,4 oil stocks e eni spa pe 97 7 tte totalenergies se pe 95 6 ptr petrochina company limited pe 75 7 0386hk china petroleum chemical corporation pe 56 18 etorocom post on etorocom the global oil industry is on pace to repeat or even surpass the heady days of 2008 when crude ascended to dizzying heights and drilling profits soared according to the worlds biggest oilfield,0.0,0.0,0.0,Bearish,positive
6269,Cubri Services,CubriServices,2021-11-22,4 years until the east african nation expects to reach considerable daily output what will this mean for uganda ugandan president yoweri museveni is counting on totalenergies se and cnooc ltd to produce oil from its fields in four years laying the foundation for a new region,0.0,0.0,0.0,Bullish,positive
2330,Dima Bykovsky,Bykovsky_di,2022-06-15,5 top dividend stocks to watch in a bear market dividend stocks to watch today verizon communications inc united parcel service inc international business machines corporation lumen technologies inc totalenergies se 1,0.0,0.0,1.0,Bearish,neutral
2420,Quantcha Trade Ideas,QuantchaIdeas,2022-06-08,52week high alert trading todays movement in totalenergies se tte,0.0,0.0,0.0,Bearish,neutral
2261,Renewable.News,RenewableNews1,2022-06-19,a group of oil and gas producers including and se is considering building the worlds largest floating off the coast of norway to power its fossil fuel operations read more renewablenews oil and gas group wants to build the worlds largest floating wind farm renewablenews a group of oil and gas producers including equinor shell and totalenergies se is considering building the worlds largest floating wind farm off the coast of norway to power its fossil fuel operat,0.0,0.0,0.0,Bullish,neutral
7399,SEC.report,EdgarInsider,2021-07-01,a new filing form 6k has been made at the sec by tte tot ttfnf totalenergies se,0.0,0.0,0.0,Bullish,neutral
3795,SEC.report,EdgarInsider,2022-04-04,a new filing form 6k has been made at the sec by tte ttfnf tot totalenergies se secreport totalenergies se 2022 foreign issuer report 6k totalenergies se form 6k 1,0.0,1.0,0.0,Bullish,neutral
1936,عبدالعزيز محمد العنجري Abdulaziz Al-Anjeri,Abdulaziz_anjri,2022-07-05,a record 82 billion dealmaking spree sees india defy global slump shell plc agreed to buy sprng energy pvt for 15 billion in april totalenergies se purchased a 25 stake in adani new industries ltd economictimesindiatimescom record 82 billion dealmaking spree sees india defy global slump india saw 823 billion pending and completed ma deals in the second quarter the highest amount on record according to data compiled by bloomberg thats more than twice as much than the previous,0.0,0.0,0.0,Bearish,positive
5327,ChartMill,ChartMill,2022-02-14,accelerating growth ttepa is expecting stronger growth in the upcoming 2 years than in the passed 5 years,0.0,0.0,0.0,Bullish,positive
6961,French Insiders,fr_insiders,2021-09-02,achats dinsiders amf 02092021 plus dinformations socits groupe airwell tarkett sa iliad amundi gl events totalenergies se 1 1,1.0,0.0,1.0,Bullish,neutral
7534,French Insiders,fr_insiders,2021-06-03,achats dinsiders amf 03062021 plus dinformations socits hoffmann green cement technologies kumulus vape totalenergies se nexity 1 1 2,1.0,1.0,2.0,Bullish,neutral
7372,French Insiders,fr_insiders,2021-07-05,achats dinsiders amf 05072021 plus dinformations socits weconnect rubis id logistics group bilendi totalenergies se clasquin 1 1 2,1.0,1.0,2.0,Bullish,neutral
63,Icarus,Perpetuity34,2022-09-29,adani green totalenergies se said it could sell a small part of its 20 stake in adani green energy ltd to cash in on the jump in the valuation of the indian renewable energy producer 1,0.0,0.0,1.0,Bullish,neutral
3928,Ajay Bagga,Ajay_Bagga,2022-03-28,adani total gas ltd jv of adani group and french energy giant totalenergies se has forayed into the electric mobility infrastructure sector by launching its first ev charging station at maninagar in ahmedabad 19 366,0.0,19.0,366.0,Bullish,positive
2305,New Projects Tracker,NPTrackerOfcl,2022-06-16,adani total ink 50 billion green hydrogen pact totalenergies se of france and adani group of india have committed to invest 50 billion in india over the next ten years to manufacture green hydrogen and establish an ecosystem around it in orde,0.0,0.0,0.0,Bullish,positive
4906,imrqtuts,imrizq81,2022-03-03,ai computer maker cerebras nabs totalenergies se as first energy sector customer,0.0,0.0,0.0,Bearish,neutral
4954,ZDNET,ZDNET,2022-03-02,ai computer maker cerebras nabs totalenergies se as first energy sector customer by zdnetcom ai computer maker cerebras nabs totalenergies se as first energy sector customer the energy giant a devotee of giant computers is enthusiastic about the early results of running very large dataintensive simulation tasks such as oil and gas exploration 3 2,0.0,3.0,2.0,Bearish,neutral
4437,451 Alliance,451Alliance,2022-03-18,ai computer maker cerebras nabs totalenergies se as first energy sector customer via,0.0,0.0,0.0,Bearish,positive
4933,Samuel Kangethe Mburu,samuelmburu,2022-03-03,ai computer maker cerebras nabs totalenergies se as first energy sector customer via the following media includes potentially sensitive content change settings view,0.0,0.0,0.0,Bullish,neutral
4932,Limelight Creations Africa Ltd,LCL_AFricaltd,2022-03-03,ai computer maker cerebras nabs totalenergies se as first energy sector customer via zdnetcom ai computer maker cerebras nabs totalenergies se as first energy sector customer the energy giant a devotee of giant computers is enthusiastic about the early results of running very large dataintensive simulation tasks such as oil and gas exploration,0.0,0.0,0.0,Bearish,neutral
4939,𝙳𝚒𝚐𝚒𝚝𝚊𝚕𝗧𝗿𝗮𝗻𝘀４𝗺,digital_trans4m,2022-03-02,ai computer maker cerebras nabs totalenergies se as first energy sector customer zdnet cc zdnetcom ai computer maker cerebras nabs totalenergies se as first energy sector customer the energy giant a devotee of giant computers is enthusiastic about the early results of running very large dataintensive simulation tasks such as oil and gas exploration,0.0,0.0,0.0,Bearish,neutral
4757,Energy Solutions,Energy_Brokers,2022-03-08,ai computer maker cerebras nabs totalenergies se as first energy sector customer zdnet zdnetcom ai computer maker cerebras nabs totalenergies se as first energy sector customer the energy giant a devotee of giant computers is enthusiastic about the early results of running very large dataintensive simulation tasks such as oil and gas exploration,0.0,0.0,0.0,Bearish,neutral
4947,EIN Presswire: Glaxo Newswire,EINGlaxoNews,2022-03-02,ai computer maker cerebras nabs totalenergies se as first energy sector customer zdnetcom ai computer maker cerebras nabs totalenergies se as first energy sector customer the energy giant a devotee of giant computers is enthusiastic about the early results of running very large dataintensive simulation tasks such as oil and gas exploration,0.0,0.0,0.0,Bearish,neutral
6549,Lorette Philippot,Lorette_Phil,2021-10-22,alerte 6 membres de lassociation qui se bat en ouganda contre les projets ptroliers et de ont t arrts aujourdhui et sont actuellement dtenus par la police scandaleuse rpression de ces dfenseurs des droits et de lenvironnement afiego oct 22 2021 six afiego staff including ceo dickens kamugisha were arrested and detained today the staff are being held at kiira police station afiego has been under immense pressure due to defending oilaffected communities rights as well as fighting to protect bugoma forest show this thread 3 8,0.0,3.0,8.0,Bullish,negative
3765,CamTrader,CamTrader_ca,2022-04-06,allspring global investments holdings llc takes 2483 million position in totalenergies se nysette allspring global investments holdings llc bought a new stake in shares of totalenergies se nysette get rating during the 4th quarter accordi camtraderca allspring global investments holdings llc takes 2483 million position in totalenergies se allspring global investments holdings llc bought a new stake in shares of totalenergies se nysette get rating during the 4th quarter according to its most recent 13f,0.0,0.0,0.0,Bullish,neutral
