User,Handle,PostDate,TweetText,ReplyCount,RetweetCount,LikeCount,sentiment,sentiment_base
Rocketnews,Rocketnews1,2018-11-12,singapores wilmar q3 net profit rises 11 pct singaporelisted commodity trader wilmar international ltd on monday posted a rise of nearly 11 percent in its thirdquarter net,0.0,0.0,0.0,Bullish,positive
LinkeWire News,linkewire,2018-12-13,soy protein ingredients market expected to reach approximately usd 1478 billion by 2023 dupont nutrition health archer daniels midland company cargill incorporated wilmar international ltd,0.0,0.0,0.0,Bullish,neutral
LinkeWire News,linkewire,2022-08-25,stearic acid market new innovations challenges opportunities strategies and forecast by 2031 akzo nobel nv wilmar international ltd croda international plc deeno group emery oleochemicals linkewirecom stearic acid market new innovations challenges opportunities strategies and forecast by 2031 global stearic acid market report from global insight services is the single authoritative source of intelligence on stearic acid market the report will,0.0,0.0,0.0,Bearish,neutral
Rosner Stocks,rosnerstocks,2018-08-22,stock exdividends 0822018 0822018 wlmiy wilmar international ltd american depository receipts pink cu,0.0,0.0,0.0,Bullish,neutral
Assignment Help,Essay_Thomas,2022-02-03,students are required to research the cooperation between kellogg the american food manufacturer and wilmar international ltd the singaporean producer to work in the chinese market,0.0,0.0,0.0,Bullish,neutral
Vladislav Kamozin,sugar_supplier,2018-03-05,sugar supplier how did alvean and wilmar purchase about 7425 thousand tons of raw sugar traders alvean and wilmar international ltd purchased about 742500 tons of raw sugar for two by the march ice futures contract which expired on wednesday,0.0,0.0,0.0,Bullish,neutral
Vladislav Kamozin,sugar_supplier,2018-03-05,sugar supplier how did alvean and wilmar purchase about 7425 thousand tons of raw sugar traders alvean and wilmar international ltd purchased about 742500 tons of raw sugar for two by the march ice futures contract which expired on wednesday reute,0.0,0.0,0.0,Bullish,neutral
ShamelNews,NewsShamel,2018-11-16,the star singapores wilmar may invest in soybean production in russia the star moscow singaporelisted commodity trader wilmar international ltd may invest in soybean production and processing and,0.0,0.0,0.0,Bullish,neutral
じじどん@子育て×資産運用サラリーマン,じじどん子育て×資産運用サラリーマン,2021-09-19,this company is owned by international ltd singapore one of asias leading agribusiness group amb sep 18 2021 as a great achievement of ukraine 30 sg initiative you can experience ukrainian taste in singapore great work 2 4 33,2.0,4.0,33.0,Bearish,positive
NSI_Sugar,nsi_sugar,2019-11-29,today interviews conducted by wilmar international through videoconferencing03 candidates from sugar tech 03 from sugar engg selected campus interviews being conducted by ms dollex agro ltd madhya pradesh also 05 sugar technologists selected 1 8,0.0,1.0,8.0,Bullish,neutral
WhatsOnThorold,whatsonthorold2,2018-12-21,today wilmar international ltd ordinary shares wlmif reported increase in shorted shares,0.0,0.0,0.0,Bullish,positive
Linda Lodding,linda_lodding,2021-03-19,top scoring sector is food bev and personal care in our latest benchmark on in the corporate sector top scoring company in this sector is wilmar international ltd scoring 94 issues which impact children in the sector,0.0,0.0,0.0,Bearish,neutral
Global Child Forum,GCForum,2021-03-24,top scoring sector is food bev and personal care in our latest benchmark on in the corporate sector top scoring company in this sector is wilmar international ltd scoring 94 issues which impact children in the sector 4 25 279,4.0,25.0,279.0,Bullish,neutral
Rocketnews,Rocketnews1,2018-08-22,update 1wilmar scoops up rival bunges sugar trading operations singaporebased agribusiness wilmar international ltd has scooped up the sugar trading book of rival bunge for an undisclosed amount,0.0,0.0,0.0,Bullish,neutral
Mef ToN,meftoni,2020-12-20,very interesting please add up the contents of international ltd nigeria they have a couple of palm plantations located in cross river state a refinery in partnership with thanks kelvin dec 20 2020 palm oil is one commodity that is special because the largest plantations are in edo state nigeria and the global palm oil trade started in nigeria infact in 1963 nigeria had 43 of total global supply today the market is controlled by malaysia thailand indonesia cambodia show this thread 1 1,1.0,0.0,1.0,Bearish,neutral
WhatsOnThorold,whatsonthorold2,2018-06-05,vontobel asset management has boosted cme group cme holding wilmar international ltd ordinary shares wlmif shorts increased by 124,0.0,0.0,0.0,Bullish,positive
LOUIS WOOLF,torvale1953,2019-04-15,walmart inc wmt us10156 neutral tp us10300 wellcare health plans inc wcg us27034 neutral tp us30700 wells fargo company wfc us4649 neutral tp us60 wilmar international ltd s362 outperform tp s42,0.0,0.0,0.0,Bullish,neutral
HSBC Singapore,HSBC_SG,2021-07-19,we are proud to have supported wilmar international ltd on the completion of its recently announced loan facility which was upsized to usd15bn due to strong interest from banks read 1 1 3,1.0,1.0,3.0,Bullish,positive
Money Making Articles Hot Stuff,mmahotstuff1,2019-04-12,what next for wilmar international ltd ordinary shares wlmif stock after increase in shorted shares,0.0,0.0,0.0,Bullish,neutral
REurope,reurope_stock,2019-04-18,what will happen to wilmar international ltd ordinary shares wlmif next the stock has increase in shorts,0.0,0.0,0.0,Bullish,neutral
REurope,reurope_stock,2018-12-28,whats wilmar international ltd ordinary shares wlmif upside after this short interest increase,0.0,0.0,0.0,Bullish,neutral
REurope,reurope_stock,2018-12-04,will wilmar international ltd ordinary shares wlmif run out of steam soon short interest is up,0.0,0.0,0.0,Bullish,negative
Nerd Of The World,Nerd_OfTheWorld,2017-12-10,wilmar international completion of acquisition of 50 of three a qinhuangdao food industries co ltd by wilmar get content from,0.0,0.0,0.0,Bullish,neutral
Daniel Lim,DearDanieLim,2017-12-09,wilmar international completion of acquisition of 50 of three a qinhuangdao food industries co ltd by wilmar learn more,0.0,0.0,0.0,Bullish,neutral
Beautiful Food Gardening,ediblelandesign,2017-12-17,wilmar international completion of acquisition of 50 of three a qinhuangdao food industries co ltd by wilmar powered by,0.0,0.0,0.0,Bullish,neutral
YosefardiNews,YosefardiNews,2019-03-14,wilmar international ltd announced monday mar 11 that it has entered into a share purchase agreement to acquire 50 shares in fpw singapore holdings pte ltd from oceanica developments ltd,0.0,0.0,0.0,Bullish,positive
RitaBuyse,ACOMRB,2019-06-13,wilmar international ltd one of the worlds largest food producers is planning to boost its crushing capacity in even as a deadly pigkilling virus cuts demand for animal feed 9 12,0.0,9.0,12.0,Bullish,positive
REurope,reurope_stock,2019-01-11,wilmar international ltd ordinary shares otcmktswlmif shorted shares increased 1102 after market selling,0.0,0.0,0.0,Bullish,positive
The Casual Smart,The_CasualSmart,2018-12-04,wilmar international ltd ordinary shares wlmif reports increase in sellers strong momentum for short players,0.0,0.0,0.0,Bullish,positive
The Casual Smart,The_CasualSmart,2018-06-29,wilmar international ltd ordinary shares wlmif sellers decreased by 977 their shorts as of jun 29 2018,0.0,0.0,0.0,Bullish,negative
Money Making Articles Hot Stuff,mmahotstuff1,2019-01-27,wilmar international ltd ordinary shares wlmif short interest increased by 1102,0.0,0.0,0.0,Bullish,positive
